플랫폼,브랜드,품목,제목,가격,이미지URL,매물URL
중고나라,구찌,가방,구찌 홀스빗 1955 미니 탑 핸들백,1300000,https://img2.joongna.com/media/original/2026/08/13/1786595339600zCC_gOFf1.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231506616
중고나라,구찌,가방,구찌 체인 토트 크로스 가방,1350000,https://img2.joongna.com/media/original/2026/08/14/1786680486132MwV_Nu55F.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231534361
중고나라,구찌,가방,구찌 마몽 라운드 체인백,1500000,https://img2.joongna.com/media/original/2023/09/17/1694941049361oXm_IKaZm.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/132217991
중고나라,구찌,가방,구찌 GG 스웨이드 숄더백 미듐 550126,600000,https://img2.joongna.com/media/original/2026/08/10/1786326694832An9_bpjrO.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231411785
중고나라,구찌,가방,구찌정품,1890000,https://img2.joongna.com/media/original/2026/04/20/1776649805223cjI_AVFC3.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/227711905
중고나라,구찌,가방,구찌 마몬트 마틀라세 미니 체인백,2300000,https://img2.joongna.com/media/original/2026/08/19/178710351401849r_h2c8f.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231666278
중고나라,구찌,가방,(급처) 구찌 점보 GG 백팩 블랙,1300000,https://img2.joongna.com/media/original/2026/08/19/1787103471912ajK_dQVS3.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231666264
중고나라,구찌,가방,급처/ [정품] 구찌 오피디아 GG 미니 탑 핸들 백 (베이지 블루) 판매합니다,850000,https://img2.joongna.com/media/original/2026/08/19/1787103402967laf_uVMFB.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231666236
중고나라,구찌,가방,구찌 메신져백 정품 팝니다( 뒤에시니얼넘버공유합니다),50000,https://img2.joongna.com/media/original/2026/08/19/1787069456837z0J_gVWZP.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231661188
중고나라,구찌,가방,(정품)새상품급 구찌 오피디아 플로라 돔 스몰 숄더백 크로스백 499621,950000,https://img2.joongna.com/media/original/2026/08/09/1786259401157aSA_lYxhK.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231392966
중고나라,구찌,가방,[정품/명품] 구찌 숄더백,500000,https://img2.joongna.com/media/original/2026/08/06/1786023905076ag3_Y7Cee.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231321191
중고나라,구찌,가방,(약간의네고가능)정품 구찌. ~이쁨 고급스러워요 에눌~,420000,https://img2.joongna.com/media/original/2026/08/12/1786503472770bNJ_crkFu.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231474170
중고나라,구찌,가방,구찌 숄더백 브라운 캔버스 뱀부 장식,900000,https://img2.joongna.com/media/original/2026/08/03/1785749088167qB9_PSJoN.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231226869
중고나라,구찌,가방,구찌 주미 체인 미니백 판매합니다(정품),700000,https://img2.joongna.com/media/original/2026/08/08/1786147715457YGK_0wohs.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231355626
중고나라,구찌,가방,(정품) 남녀공용 구찌 캔버스 투포켓 웨이스트백,210000,https://img2.joongna.com/media/original/2026/03/21/1774034152915L9Q_IZkUh.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/226549351
중고나라,구찌,가방,정품 구찌 슈프림 메신저백,380000,https://img2.joongna.com/media/original/2026/07/23/1784792551615wWN_KSVbx.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/230902316
중고나라,구찌,가방,구찌 클러치 판매합니다(정품),250000,https://img2.joongna.com/media/original/2026/08/13/1786600335112Qag_DeQU0.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231509056
중고나라,구찌,가방,구찌 GG 마몽 숄더백 블랙 판매합니다(정품),700000,https://img2.joongna.com/media/original/2026/08/10/1786366495498bmi_vqDFH.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231431602
중고나라,구찌,가방,구찌 오피디아 GG 스몰 숄더백이에요.,66000,https://img2.joongna.com/media/original/2026/08/19/1787096203561wuG_k40Ek.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231663786
중고나라,구찌,가방,구찌 시마라 백팩 블랙,750000,https://img2.joongna.com/media/original/2026/08/11/1786433269458BY1_8BAt4.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231452310
중고나라,구찌,가방,구찌 소호 인터로킹 GG 체인 태슬 숄더백 (모델명: 536224 A7M0G 1000),1100000,https://img2.joongna.com/media/original/2026/08/04/1785841717514rKi_SCjeC.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231257876
중고나라,구찌,가방,구찌 네오 빈티지 GG 수프림 클러치백 473956,630000,https://img2.joongna.com/media/original/2026/06/30/17828228732447J6_Tiu2W.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/230175802
중고나라,구찌,가방,442622 구찌 GG 마몽 탑 핸드백,1100000,https://img2.joongna.com/media/original/2026/08/04/1785841682461t9o_uCBcp.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231257853
중고나라,구찌,가방,"[ 정품 ] 구찌 웹 삼선 GG 수프림 클러치백, 최저가",385000,https://img2.joongna.com/media/original/2026/08/11/1786411843606ptz_UFkyk.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231441364
중고나라,구찌,가방,구찌 클러치백 라지(남녀공용,360000,https://img2.joongna.com/media/original/2024/11/25/1732511581676z8w_ZQQH0.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/204795261
중고나라,구찌,가방,구찌 클러치 에덴 클러치 풀박스,400000,https://img2.joongna.com/media/original/2026/07/28/1785171447926bng_GBCHJ.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231039457
중고나라,구찌,가방,구찌 마몬트 탑핸들 핑크,690000,https://img2.joongna.com/media/original/2026/01/18/1768726589256EUv_RassP.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/224257710
중고나라,구찌,가방,(정품)새상품 구찌 웹 스트랩 토트백 숄더백 메신저백 스트랩,300000,https://img2.joongna.com/media/original/2026/08/08/1786180032374Air_7GotB.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231369733
중고나라,구찌,가방,구찌 마몬트 탑핸들 스몰 백,900000,https://img2.joongna.com/media/original/2025/06/17/175015717050316I_elL9M.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/212848743
중고나라,구찌,가방,구찌 숄더&크로스백,620000,https://img2.joongna.com/media/original/2024/11/26/1732613515908OOr_uTwoo.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/209432132
중고나라,구찌,가방,구찌 마몽 마틀라세 탑핸들백,1400000,https://img2.joongna.com/media/original/2026/06/25/1782353517314ecf_enwME.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/229990743
중고나라,구찌,가방,구찌 클러치백 라지(남녀공용,360000,https://img2.joongna.com/media/original/2026/05/24/1779627778049b9A_41Rbb.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/228943025
중고나라,구찌,가방,구찌 숄더&크로스백,620000,https://img2.joongna.com/media/original/2026/07/15/1784097418005n9h_3DPiJ.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/230647027
중고나라,구찌,가방,정품 클래식 구찌 다이애나 뱀부 빅백 빈티지 토트백,380000,https://img2.joongna.com/media/original/2026/08/18/1787064677940vBd_sedb1.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231659909
중고나라,구찌,가방,"구찌 GG 마몬트 마틀라세 미니 체인백 (풀구성, 새 컨디션)",650000,https://img2.joongna.com/media/original/2026/07/26/1785042848967teB_Xwn5j.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/230988669
중고나라,구찌,가방,구찌 GG 캔버스 파우치백,280000,https://img2.joongna.com/media/original/2026/07/01/1782917843321jPa_uaJiB.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/230214555
중고나라,구찌,가방,구찌,1860000,https://img2.joongna.com/media/original/2026/05/27/1779889082629zd0_kLC0U.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/229047239
중고나라,구찌,가방,구찌정품가방 거의새거급,1170000,https://img2.joongna.com/media/original/2026/05/25/1779709998779Ree_YZHH7.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/228974874
중고나라,구찌,가방,< 계좌 거래시 150만원> 구찌 마몽 GG 탑핸들 미니백,1700000,https://img2.joongna.com/media/original/2026/07/25/1784988863113foV_6ZOqB.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/230974935
중고나라,구찌,가방,구찌 숄더백,500000,https://img2.joongna.com/media/original/2026/08/16/1786853290935gcv_yFLBz.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231585595
중고나라,구찌,가방,구찌 여성 클러치,900000,https://img2.joongna.com/media/original/2026/07/07/17834286272294nn_qZqCN.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/230404953
중고나라,구찌,가방,<한정판> 구찌 익스클루시브 클러치,850000,https://img2.joongna.com/media/original/2026/07/07/1783428630850SA6_U408r.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/230404960
중고나라,구찌,가방,구찌 메신저백 스퀘어 인터로킹 G 블랙 새상품,700000,https://img2.joongna.com/media/original/2026/07/24/1784887866738MoV_ib73I.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/230938778
중고나라,구찌,가방,구찌,1880000,https://img2.joongna.com/media/original/2026/04/13/1776042190961GI9_7gqCs.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/227445607
중고나라,구찌,가방,오피디아 구찌가방,1180000,https://img2.joongna.com/media/original/2026/07/20/1784557122217uCz_woRwf.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/230814747
중고나라,구찌,가방,구찌 GG 수프림 클러치,500000,https://img2.joongna.com/media/original/2026/08/16/1786846525751DzI_uGOqT.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231583015
중고나라,구찌,가방,[정품]구찌 띠로고 블랙 클러치,400000,https://img2.joongna.com/media/original/2026/07/17/1784292296305ZYk_vl58F.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/230720372
중고나라,구찌,가방,(정품) 구찌 다이애나 토트백 숄더백 가죽 스트랩,80000,https://img2.joongna.com/media/original/2026/08/06/1785989727441Gvf_XexlJ.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231304648
중고나라,구찌,가방,[한정판] 구찌 X 카이 클러치,430000,https://img2.joongna.com/media/original/2026/08/16/1786885403651CvL_sZH1i.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231599680
중고나라,구찌,가방,[풀구성] 구찌 GG 마틀라세 미니 체인백 핑크베이지,800000,https://img2.joongna.com/media/original/2026/08/16/1786885315381Mms_xXRI1.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231599639
중고나라,구찌,가방,(정품)구찌 마몬트 마틀라세 미니 숄더백 크로스백 448065,650000,https://img2.joongna.com/media/original/2026/08/13/1786602048634XCG_gTazV.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231510037
중고나라,구찌,가방,구찌 오디피아 GG수프림 숄더백,500000,https://img2.joongna.com/media/original/2026/07/08/1783479861397zxk_77nfS.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/230418558
중고나라,구찌,가방,구찌 GG 수프림 스몰 메신저백,700000,https://img2.joongna.com/media/original/2026/08/18/1787053289815sUA_IdpQY.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231654629
중고나라,구찌,가방,구찌 화이트 레더 실비 슈퍼 미니 체인 크로스백,530000,https://img2.joongna.com/media/original/2026/08/18/1787051748294Nwa_W4Yoa.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231653891
중고나라,구찌,가방,구찌 레드 마몬트 퀄팅 벨벳 크로스백,500000,https://img2.joongna.com/media/original/2026/07/23/1784765210486ggS_djLOX.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/230887930
중고나라,구찌,가방,구찌 GG 자카드 백팩,550000,https://img2.joongna.com/media/original/2026/07/23/1784764521184TFd_mT3gy.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/230887714
중고나라,구찌,가방,구찌 디오니소스 GG 수프림 미니백,400000,https://img2.joongna.com/media/original/2026/08/18/1787051431011YJl_9zsb1.png?impolicy=thumb&size=150,https://web.joongna.com/product/231653789
중고나라,구찌,가방,구찌 GG 로고 소호 디스코백 크로스백,530000,https://img2.joongna.com/media/original/2026/08/12/17865320662351Uj_uyVVT.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231488738
중고나라,구찌,가방,구찌 디오니소스 벨벳 체인 숄더백,500000,https://img2.joongna.com/media/original/2026/08/17/1786965103571FzD_MmHEe.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231624717
중고나라,구찌,가방,구찌 크로스백,50000,https://img2.joongna.com/media/original/2026/08/14/1786673727107dgc_gRQni.jpg?impolicy=thumb&size=150,https://web.joongna.com/product/231531268
